x,y,z,u,v,efx,efy,efz,esx,esy,esz,enx,eny,enz,xi,theta,phi
5.4027576351,13.043410757,-31.255525655,-0.5864905021980712,-0.6955232373753649,-0.226726645,0.352493288,0.907933649,-0.136958316,-0.9344858539999999,0.328600986,-0.964280793,0.0498464644,-0.26014973,0.426740689507935,2.29877734715402,1.178097245096172
4.7358243312,11.433291329,-30.48317488,-0.5941761305677195,-1,-0.194959956,0.389091237,0.900332508,-0.364856234,-0.8808408680000001,0.301660892,-0.910423278,0.269680134,-0.31369106,0.3750472815731846,2.294036425616988,1.178097245096172
16.367064302,16.367064302,-36.713803677,-0.5603113415236378,1,-0.721195941,0.193059016,-0.665285376,-0.6166031910000001,-0.6166031910000001,0.489490562,0.315716519,-0.763235692,-0.563732523,0.6852077291196549,2.327179307763315,0.7853981633974483
15.052121259,15.052121259,-35.40185693,-0.564136812353875,0.6316871401863116,-0.837254594,0.456449096,-0.301096276,-0.546813076,-0.699348195,0.460334186,0.000452014224,-0.550060293,-0.835124823,0.6335143211849045,2.321067157312528,0.7853981633974483
13.758994712,13.758994712,-34.202603795,-0.5685774389776791,0.2811699483061043,-0.778731904,0.621350561,0.08660312739999999,-0.533207545,-0.728264291,0.430489068,-0.330554589,-0.28905813,-0.8984314450000001,0.5818209132811701,2.315114906653107,0.7853981633974483
12.484828985,12.484828985,-33.113330987,-0.5736269428441957,-0.05728760398511645,-0.5911414739999999,0.641050798,0.489495283,-0.50331985,-0.767411013,0.397176869,-0.63025462,0.0115849732,-0.776302069,0.5301275053464197,2.309377033034827,0.7853981633974483
11.226974922,11.226974922,-32.131658487,-0.5803252753906498,-0.3829961631099293,-0.316071643,0.530646913,0.786455701,-0.462583329,-0.809936981,0.360581129,-0.828320819,0.249831827,-0.501466528,0.4784340974116693,2.303911205856581,0.7853981633974483
9.982994396300001,9.982994396300001,-31.255525655,-0.5864905021980712,-0.6955232373753649,-0.0745747652,0.412425865,0.907933649,-0.484145239,-0.810940676,0.328600986,-0.871803872,0.415066412,-0.26014973,0.426740689507935,2.29877734715402,0.7853981633974483
8.7506623383,8.7506623383,-30.48317488,-0.5941761305677195,-1,-0.0312207427,0.434081375,0.900332508,-0.674166414,-0.674166414,0.301660892,-0.737919313,0.597555861,-0.31369106,0.3750472815731846,2.294036425616988,0.7853981633974483
21.38460006,8.857791370899999,-36.713803677,-0.5603113415236378,1,-0.592417682,0.454353011,-0.665285376,-0.805630893,-0.333703242,0.489490562,-0.000393624084,-0.825957316,-0.563732523,0.6852077291196549,2.327179307763315,0.3926990816987241
19.66654418,8.1461493244,-35.40185693,-0.564136812353875,0.6316871401863116,-0.598846876,0.742107439,-0.301096276,-0.772818377,-0.436857178,0.460334186,-0.210081354,-0.508362424,-0.835124823,0.6335143211849045,2.321067157312528,0.3926990816987241
17.976992925,7.4463142803,-34.202603795,-0.5685774389776791,0.2811699483061043,-0.481673902,0.872060864,0.08660312739999999,-0.771314215,-0.468778779,0.430489068,-0.416010377,-0.140557126,-0.8984314450000001,0.5818209132811701,2.315114906653107,0.3926990816987241
16.312215175,6.7567407577,-33.113330987,-0.5736269428441957,-0.05728760398511645,-0.300823989,0.8184737600000001,0.489495283,-0.758682389,-0.51638316,0.397176869,-0.577845966,0.251891121,-0.776302069,0.5301275053464197,2.309377033034827,0.3926990816987241
14.668749641,6.0759950443,-32.131658487,-0.5803252753906498,-0.3829961631099293,-0.0889423402,0.611209203,0.786455701,-0.737320734,-0.571261223,0.360581129,-0.66966215,0.547799165,-0.501466528,0.4784340974116693,2.303911205856581,0.3926990816987241
13.043410757,5.4027576351,-31.255525655,-0.5864905021980712,-0.6955232373753649,0.0889304464,0.409570343,0.907933649,-0.757625438,-0.563937131,0.328600986,-0.646602715,0.717096261,-0.26014973,0.426740689507935,2.29877734715402,0.3926990816987241
11.433291329,4.7358243312,-30.48317488,-0.5941761305677195,-1,0.137271545,0.412986559,0.900332508,-0.8808408680000001,-0.364856234,0.301660892,-0.453073822,0.834459125,-0.31369106,0.3750472815731846,2.294036425616988,0.3926990816987241
23.146524312,0,-36.713803677,-0.5603113415236378,1,-0.373449201,0.64647588,-0.665285376,-0.8720085950000001,0,0.489490562,-0.316443842,-0.762934425,-0.563732523,0.6852077291196549,2.327179307763315,0
21.286914027,0,-35.40185693,-0.564136812353875,0.6316871401863116,-0.26927015,0.914786652,-0.301096276,-0.881169085,-0.107858617,0.460334186,-0.388631741,-0.389270985,-0.835124823,0.6335143211849045,2.321067157312528,0
19.458156927,0,-34.202603795,-0.5685774389776791,0.2811699483061043,-0.111285414,0.990007805,0.08660312739999999,-0.891995289,-0.137925948,0.430489068,-0.438132355,0.0293424274,-0.8984314450000001,0.5818209132811701,2.315114906653107,0
17.656214475,0,-33.113330987,-0.5736269428441957,-0.05728760398511645,0.0352912214,0.871291511,0.489495283,-0.898542411,-0.186740652,0.397176869,-0.437465503,0.453849129,-0.776302069,0.5301275053464197,2.309377033034827,0
15.877340199,0,-32.131658487,-0.5803252753906498,-0.3829961631099293,0.151727628,0.598720433,0.786455701,-0.89980774,-0.245616122,0.360581129,-0.409053489,0.762369047,-0.501466528,0.4784340974116693,2.303911205856581,0
14.118086068,0,-31.255525655,-0.5864905021980712,-0.6955232373753649,0.238896804,0.344361448,0.907933649,-0.915764033,-0.231079269,0.328600986,-0.322962155,0.909954705,-0.26014973,0.426740689507935,2.29877734715402,0
12.375305359,0,-30.48317488,-0.5941761305677195,-1,0.284865485,0.329018283,0.900332508,-0.9534152849999999,0,0.301660892,-0.0992519486,0.944323551,-0.31369106,0.3750472815731846,2.294036425616988,0
1.6584550145e-15,27.084625798,-28.088151212,-0.4205309352168198,1,-0.66661053,-0.256822558,-0.699766086,-5.74831748e-17,-0.938771487,0.344540411,0.745406199,-0.229674266,-0.625794958,0.6852077291196549,2.123575971306695,1.570796326794897
1.5235992913e-15,24.882264705,-26.92313177,-0.4216710441722923,0.6379738157029631,-0.9193864390000001,-0.187600447,-0.345737832,0.0719911067,-0.944348251,0.320972992,0.386711594,-0.270208167,-0.881726539,0.6335143211849045,2.115935783243212,1.570796326794897
1.3912582424e-15,22.720971358,-25.856829257,-0.4231939126162802,0.2909263522814225,-0.995670083,-0.0823294564,0.0431618701,0.0914679447,-0.950490412,0.296987528,-0.0165741219,-0.299649524,-0.953905373,0.5818209132811701,2.108495469918936,1.570796326794897
1.2611419948e-15,20.596011776,-24.887058302,-0.4262474062629852,-0.04662877124842113,-0.891653354,0.0139652019,0.452503336,0.122997986,-0.954454748,0.271822792,-0.435690018,-0.298028703,-0.849325085,0.5301275053464197,2.101323127896086,1.570796326794897
1.1329786459e-15,18.502945448,-24.011943993,-0.4284659845212315,-0.3738167962966085,-0.6346775609999999,0.09013190460000001,0.767502855,0.16128853,-0.95585232,0.245626449,-0.755758165,-0.279683003,-0.592120777,0.4784340974116693,2.094490843923278,1.570796326794897
1.0065139916e-15,16.437620909,-23.229906675,-0.4321520546000804,-0.689957114869773,-0.386088612,0.147423925,0.910605167,0.152592533,-0.963340494,0.220659494,-0.90975332,-0.224145667,-0.349439004,0.426740689507935,2.088073520545076,1.570796326794897
