time,cycle,plv,part,pven,qart,qper,qven,vlv,vart,vven
3404,5,14.079,14.065,0.63128,0.0099842,0.095691,0,47.211,1142.8,3810
3406,5,14.056,14.056,0.63171,0.00027826,0.095622,0,47.191,1142.6,3810.2
3408,5,14.032,14.045,0.63214,0,0.095545,0,47.191,1142.4,3810.4
3410,5,14.001,14.035,0.63257,0,0.095469,0,47.191,1142.2,3810.6
3412,5,13.964,14.025,0.633,0,0.095392,0,47.191,1142,3810.8
3414,5,13.92,14.014,0.63343,0,0.095316,0,47.191,1141.9,3811
3416,5,13.869,14.004,0.63386,0,0.095239,0,47.191,1141.7,3811.1
3418,5,13.812,13.994,0.63429,0,0.095163,0,47.191,1141.5,3811.3
3420,5,13.748,13.983,0.63472,0,0.095087,0,47.191,1141.3,3811.5
3422,5,13.677,13.973,0.63514,0,0.095011,0,47.191,1141.1,3811.7
3424,5,13.6,13.963,0.63557,0,0.094934,0,47.191,1140.9,3811.9
3426,5,13.517,13.953,0.636,0,0.094858,0,47.191,1140.7,3812.1
3428,5,13.428,13.942,0.63643,0,0.094782,0,47.191,1140.5,3812.3
3430,5,13.332,13.932,0.63685,0,0.094706,0,47.191,1140.3,3812.5
3432,5,13.23,13.922,0.63728,0,0.094631,0,47.191,1140.1,3812.7
3434,5,13.122,13.912,0.6377,0,0.094555,0,47.191,1140,3812.9
3436,5,13.009,13.902,0.63813,0,0.094479,0,47.191,1139.8,3813
3438,5,12.889,13.891,0.63856,0,0.094403,0,47.191,1139.6,3813.2
3440,5,12.764,13.881,0.63898,0,0.094328,0,47.191,1139.4,3813.4
3442,5,12.634,13.871,0.6394,0,0.094252,0,47.191,1139.2,3813.6
3444,5,12.498,13.861,0.63983,0,0.094177,0,47.191,1139,3813.8
3446,5,12.356,13.851,0.64025,0,0.094101,0,47.191,1138.8,3814
3448,5,12.21,13.84,0.64068,0,0.094026,0,47.191,1138.6,3814.2
3450,5,12.059,13.83,0.6411,0,0.09395,0,47.191,1138.4,3814.4
3452,5,11.903,13.82,0.64152,0,0.093875,0,47.191,1138.3,3814.6
3454,5,11.742,13.81,0.64194,0,0.0938,0,47.191,1138.1,3814.7
3456,5,11.576,13.8,0.64237,0,0.093725,0,47.191,1137.9,3814.9
3458,5,11.407,13.79,0.64279,0,0.09365,0,47.191,1137.7,3815.1
3460,5,11.233,13.78,0.64321,0,0.093575,0,47.191,1137.5,3815.3
3462,5,11.055,13.77,0.64363,0,0.0935,0,47.191,1137.3,3815.5
3464,5,10.873,13.759,0.64405,0,0.093425,0,47.191,1137.1,3815.7
3466,5,10.688,13.749,0.64447,0,0.09335,0,47.191,1136.9,3815.9
3468,5,10.499,13.739,0.64489,0,0.093275,0,47.191,1136.8,3816.1
3470,5,10.306,13.729,0.64531,0,0.0932,0,47.191,1136.6,3816.2
3472,5,10.111,13.719,0.64573,0,0.093126,0,47.191,1136.4,3816.4
3474,5,9.913,13.709,0.64615,0,0.093051,0,47.191,1136.2,3816.6
3476,5,9.712,13.699,0.64657,0,0.092976,0,47.191,1136,3816.8
3478,5,9.5086,13.689,0.64699,0,0.092902,0,47.191,1135.8,3817
3480,5,9.3029,13.679,0.6474,0,0.092827,0,47.191,1135.6,3817.2
3482,5,9.095,13.669,0.64782,0,0.092753,0,47.191,1135.5,3817.4
3484,5,8.8852,13.659,0.64824,0,0.092679,0,47.191,1135.3,3817.5
3486,5,8.6737,13.649,0.64866,0,0.092604,0,47.191,1135.1,3817.7
3488,5,8.4608,13.639,0.64907,0,0.09253,0,47.191,1134.9,3817.9
3490,5,8.2465,13.629,0.64949,0,0.092456,0,47.191,1134.7,3818.1
3492,5,8.0312,13.619,0.64991,0,0.092382,0,47.191,1134.5,3818.3
3494,5,7.8151,13.609,0.65032,0,0.092308,0,47.191,1134.3,3818.5
3496,5,7.5983,13.599,0.65074,0,0.092234,0,47.191,1134.2,3818.6
3498,5,7.381,13.589,0.65115,0,0.09216,0,47.191,1134,3818.8
3500,5,7.1636,13.579,0.65157,0,0.092086,0,47.191,1133.8,3819
3502,5,6.9461,13.569,0.65198,0,0.092013,0,47.191,1133.6,3819.2
3504,5,6.7289,13.559,0.65239,0,0.091939,0,47.191,1133.4,3819.4
3506,5,6.5121,13.549,0.65281,0,0.091865,0,47.191,1133.2,3819.6
3508,5,6.2959,13.539,0.65322,0,0.091792,0,47.191,1133.1,3819.8
3510,5,6.0806,13.529,0.65363,0,0.091718,0,47.191,1132.9,3819.9
3512,5,5.8663,13.52,0.65405,0,0.091644,0,47.191,1132.7,3820.1
3514,5,5.6534,13.51,0.65446,0,0.091571,0,47.191,1132.5,3820.3
3516,5,5.4419,13.5,0.65487,0,0.091498,0,47.191,1132.3,3820.5
3518,5,5.2321,13.49,0.65528,0,0.091424,0,47.191,1132.1,3820.7
3520,5,5.0243,13.48,0.65569,0,0.091351,0,47.191,1132,3820.9
3522,5,4.8185,13.47,0.65611,0,0.091278,0,47.191,1131.8,3821
3524,5,4.6151,13.46,0.65652,0,0.091205,0,47.191,1131.6,3821.2
3526,5,4.4142,13.45,0.65693,0,0.091132,0,47.191,1131.4,3821.4
3528,5,4.2159,13.441,0.65734,0,0.091059,0,47.191,1131.2,3821.6
3530,5,4.0206,13.431,0.65775,0,0.090986,0,47.191,1131,3821.8
3532,5,3.8284,13.421,0.65816,0,0.090913,0,47.191,1130.9,3821.9
3534,5,3.6395,13.411,0.65856,0,0.09084,0,47.191,1130.7,3822.1
3536,5,3.4541,13.401,0.65897,0,0.090767,0,47.191,1130.5,3822.3
3538,5,3.2723,13.391,0.65938,0,0.090694,0,47.191,1130.3,3822.5
3540,5,3.0944,13.382,0.65979,0,0.090622,0,47.191,1130.1,3822.7
3542,5,2.9205,13.372,0.6602,0,0.090549,0,47.191,1130,3822.9
3544,5,2.7507,13.362,0.66061,0,0.090477,0,47.191,1129.8,3823
3546,5,2.5854,13.352,0.66101,0,0.090404,0,47.191,1129.6,3823.2
3548,5,2.4245,13.343,0.66142,0,0.090332,0,47.191,1129.4,3823.4
3550,5,2.2683,13.333,0.66183,0,0.090259,0,47.191,1129.2,3823.6
3552,5,2.117,13.323,0.66223,0,0.090187,0,47.191,1129.1,3823.8
3554,5,1.9706,13.313,0.66264,0,0.090115,0,47.191,1128.9,3823.9
3556,5,1.8294,13.304,0.66304,0,0.090042,0,47.191,1128.7,3824.1
3558,5,1.6934,13.294,0.66345,0,0.08997,0,47.191,1128.5,3824.3
3560,5,1.5628,13.284,0.66385,0,0.089898,0,47.191,1128.3,3824.5
3562,5,1.4378,13.274,0.66426,0,0.089826,0,47.191,1128.2,3824.7
3564,5,1.3184,13.265,0.66466,0,0.089754,0,47.191,1128,3824.8
3566,5,1.2047,13.255,0.66507,0,0.089682,0,47.191,1127.8,3825
3568,5,1.097,13.245,0.66547,0,0.08961,0,47.191,1127.6,3825.2
3570,5,0.99522,13.236,0.66587,0,0.089539,0,47.191,1127.4,3825.4
3572,5,0.89954,13.226,0.66627,0,0.089467,0,47.191,1127.3,3825.6
3574,5,0.81005,13.216,0.66668,0,0.089395,0,47.191,1127.1,3825.7
3576,5,0.72682,13.207,0.66708,0,0.089324,0,47.191,1126.9,3825.9
3578,5,0.64995,13.197,0.66748,0,0.089252,0.061822,47.191,1126.7,3826.1
3580,5,0.58102,13.187,0.66761,0,0.089182,0.3053,47.314,1126.5,3826.1
3582,5,0.52358,13.178,0.66663,0,0.089121,0.50443,47.925,1126.4,3825.7
3584,5,0.47509,13.168,0.66476,0,0.089066,0.6688,48.934,1126.2,3824.9
3586,5,0.43399,13.159,0.66216,0,0.089016,0.80452,50.271,1126,3823.7
3588,5,0.3994,13.149,0.65894,0,0.08897,0.91515,51.881,1125.8,3822.3
3590,5,0.37093,13.139,0.65522,0,0.088928,1.0024,53.711,1125.6,3820.6
3592,5,0.3486,13.13,0.65111,0,0.088889,1.0667,55.716,1125.5,3818.8
3594,5,0.33269,13.12,0.64671,0,0.088852,1.1072,57.849,1125.3,3816.9
3596,5,0.32371,13.111,0.64213,0,0.088816,1.1228,60.064,1125.1,3814.8
3598,5,0.32229,13.101,0.63747,0,0.088781,1.1114,62.309,1124.9,3812.8
3600,5,0.32911,13.091,0.63287,0,0.088746,1.0711,64.532,1124.8,3810.7
3602,5,0.34004,13.082,0.62845,0,0.088709,1.017,66.674,1124.6,3808.7
3604,5,0.35041,13.072,0.62428,0,0.08867,0.96568,68.708,1124.4,3806.9
3606,5,0.36026,13.063,0.62033,0,0.08863,0.91703,70.639,1124.2,3805.1
3608,5,0.36961,13.053,0.6166,0,0.088589,0.87091,72.473,1124.1,3803.5
3610,5,0.3785,13.043,0.61308,0,0.088545,0.82717,74.215,1123.9,3801.9
3612,5,0.38693,13.034,0.60976,0,0.088501,0.7857,75.869,1123.7,3800.4
3614,5,0.39495,13.024,0.60662,0,0.088455,0.74638,77.441,1123.5,3799
3616,5,0.40256,13.015,0.60366,0,0.088408,0.7091,78.934,1123.3,3797.7
3618,5,0.40979,13.005,0.60087,0,0.08836,0.67375,80.352,1123.2,3796.5
3620,5,0.41667,12.996,0.59824,0,0.088311,0.64023,81.699,1123,3795.3
3622,5,0.4232,12.986,0.59575,0,0.088261,0.60844,82.98,1122.8,3794.2
3624,5,0.4294,12.977,0.59341,0,0.08821,0.57831,84.197,1122.6,3793.2
3626,5,0.4353,12.967,0.59121,0,0.088157,0.54973,85.353,1122.5,3792.2
3628,5,0.44091,12.958,0.58913,0,0.088104,0.52264,86.453,1122.3,3791.3
3630,5,0.44624,12.948,0.58717,0,0.088051,0.49695,87.498,1122.1,3790.4
3632,5,0.45131,12.939,0.58533,0,0.087996,0.47259,88.492,1121.9,3789.6
3634,5,0.45613,12.929,0.5836,0,0.087941,0.44949,89.437,1121.8,3788.8
3636,5,0.46071,12.92,0.58198,0,0.087885,0.42758,90.336,1121.6,3788.1
3638,5,0.46508,12.91,0.58045,0,0.087828,0.40682,91.191,1121.4,3787.4
3640,5,0.46922,12.901,0.57901,0,0.08777,0.38712,92.005,1121.2,3786.8
3642,5,0.47317,12.891,0.57767,0,0.087713,0.36845,92.779,1121.1,3786.2
3644,5,0.47693,12.882,0.5764,0,0.087654,0.35075,93.516,1120.9,3785.6
3646,5,0.48051,12.872,0.57522,0,0.087595,0.33396,94.218,1120.7,3785.1
3648,5,0.48392,12.863,0.57411,0,0.087536,0.31804,94.885,1120.5,3784.6
3650,5,0.48716,12.853,0.57307,0,0.087476,0.30294,95.522,1120.4,3784.1
3652,5,0.49025,12.844,0.5721,0,0.087415,0.28863,96.127,1120.2,3783.7
3654,5,0.49319,12.834,0.5712,0,0.087354,0.27505,96.705,1120,3783.3
3656,5,0.496,12.825,0.57035,0,0.087293,0.26218,97.255,1119.8,3782.9
3658,5,0.49867,12.816,0.56957,0,0.087232,0.24998,97.779,1119.7,3782.6
3660,5,0.50122,12.806,0.56884,0,0.08717,0.23841,98.279,1119.5,3782.2
3662,5,0.50366,12.797,0.56815,0,0.087108,0.22743,98.756,1119.3,3781.9
3664,5,0.50597,12.787,0.56752,0,0.087045,0.21703,99.211,1119.1,3781.7
3666,5,0.50819,12.778,0.56694,0,0.086982,0.20716,99.645,1119,3781.4
3668,5,0.5103,12.769,0.5664,0,0.086919,0.1978,100.06,1118.8,3781.2
3670,5,0.51232,12.759,0.5659,0,0.086856,0.18893,100.45,1118.6,3780.9
3672,5,0.51425,12.75,0.56544,0,0.086792,0.18051,100.83,1118.4,3780.7
3674,5,0.51609,12.74,0.56502,0,0.086729,0.17253,101.19,1118.3,3780.5
3676,5,0.51785,12.731,0.56463,0,0.086665,0.16497,101.54,1118.1,3780.4
3678,5,0.51953,12.722,0.56428,0,0.086601,0.15779,101.87,1117.9,3780.2
3680,5,0.52114,12.712,0.56396,0,0.086536,0.15099,102.18,1117.7,3780.1
3682,5,0.52268,12.703,0.56367,0,0.086472,0.14453,102.49,1117.6,3779.9
3684,5,0.52415,12.694,0.56341,0,0.086407,0.13841,102.78,1117.4,3779.8
3686,5,0.52557,12.684,0.56317,0,0.086342,0.13261,103.05,1117.2,3779.7
3688,5,0.52692,12.675,0.56297,0,0.086277,0.12711,103.32,1117,3779.6
3690,5,0.52821,12.666,0.56278,0,0.086212,0.12189,103.57,1116.9,3779.6
3692,5,0.52946,12.656,0.56262,0,0.086147,0.11694,103.82,1116.7,3779.5
3694,5,0.53065,12.647,0.56248,0,0.086082,0.11224,104.05,1116.5,3779.4
3696,5,0.5318,12.638,0.56237,0,0.086016,0.10779,104.27,1116.4,3779.4
3698,5,0.53289,12.628,0.56227,0,0.085951,0.10357,104.49,1116.2,3779.3
3700,5,0.53395,12.619,0.56219,0,0.085885,0.099565,104.7,1116,3779.3
3702,5,0.53497,12.61,0.56213,0,0.08582,0.095767,104.9,1115.8,3779.3
3704,5,0.53594,12.601,0.56208,0,0.085754,0.092165,105.09,1115.7,3779.2
3706,5,0.53688,12.591,0.56205,0,0.085688,0.088748,105.27,1115.5,3779.2
3708,5,0.53779,12.582,0.56204,0,0.085623,0.085508,105.45,1115.3,3779.2
3710,5,0.53866,12.573,0.56204,0,0.085557,0.082434,105.62,1115.2,3779.2
3712,5,0.5395,12.564,0.56205,0,0.085491,0.079519,105.78,1115,3779.2
3714,5,0.54031,12.554,0.56208,0,0.085425,0.076753,105.94,1114.8,3779.2
3716,5,0.5411,12.545,0.56212,0,0.085359,0.074131,106.1,1114.6,3779.3
3718,5,0.54185,12.536,0.56217,0,0.085293,0.071642,106.25,1114.5,3779.3
3720,5,0.54258,12.527,0.56223,0,0.085227,0.069282,106.39,1114.3,3779.3
3722,5,0.54329,12.518,0.5623,0,0.085161,0.067044,106.53,1114.1,3779.3
3724,5,0.54397,12.508,0.56238,0,0.085095,0.06492,106.66,1114,3779.4
3726,5,0.54464,12.499,0.56248,0,0.085028,0.062905,106.79,1113.8,3779.4
3728,5,0.54528,12.49,0.56258,0,0.084962,0.060993,106.92,1113.6,3779.5
3730,5,0.5459,12.481,0.56268,0,0.084896,0.05918,107.04,1113.5,3779.5
3732,5,0.5465,12.472,0.5628,0,0.08483,0.05746,107.16,1113.3,3779.6
3734,5,0.54709,12.462,0.56292,0,0.084764,0.055827,107.27,1113.1,3779.6
3736,5,0.54766,12.453,0.56305,0,0.084698,0.054278,107.38,1112.9,3779.7
3738,5,0.54821,12.444,0.56319,0,0.084632,0.052809,107.49,1112.8,3779.7
3740,5,0.54875,12.435,0.56333,0,0.084566,0.051414,107.6,1112.6,3779.8
3742,5,0.54928,12.426,0.56348,0,0.084499,0.050091,107.7,1112.4,3779.9
3744,5,0.54979,12.417,0.56364,0,0.084433,0.048835,107.8,1112.3,3779.9
3746,5,0.55028,12.408,0.5638,0,0.084367,0.047644,107.9,1112.1,3780
3748,5,0.55077,12.399,0.56396,0,0.084301,0.046513,107.99,1111.9,3780.1
3750,5,0.55124,12.389,0.56413,0,0.084235,0.04544,108.09,1111.8,3780.2
3752,5,0.55171,12.38,0.56431,0,0.084169,0.044421,108.18,1111.6,3780.2
3754,5,0.55216,12.371,0.56448,0,0.084103,0.043454,108.27,1111.4,3780.3
3756,5,0.5526,12.362,0.56467,0,0.084037,0.042536,108.35,1111.3,3780.4
3758,5,0.55304,12.353,0.56485,0,0.083971,0.041664,108.44,1111.1,3780.5
3760,5,0.55346,12.344,0.56504,0,0.083905,0.040837,108.52,1110.9,3780.6
3762,5,0.55388,12.335,0.56524,0,0.083839,0.040052,108.6,1110.8,3780.6
3764,5,0.55429,12.326,0.56544,0,0.083773,0.039306,108.68,1110.6,3780.7
3766,5,0.55469,12.317,0.56564,0,0.083708,0.038598,108.76,1110.4,3780.8
3768,5,0.55508,12.308,0.56584,0,0.083642,0.037925,108.84,1110.2,3780.9
3770,5,0.55547,12.299,0.56604,0,0.083576,0.037287,108.92,1110.1,3781
3772,5,0.55585,12.29,0.56625,0,0.08351,0.03668,108.99,1109.9,3781.1
3774,5,0.55622,12.281,0.56646,0,0.083444,0.036104,109.06,1109.7,3781.2
3776,5,0.55659,12.272,0.56668,0,0.083379,0.035556,109.14,1109.6,3781.3
3778,5,0.55696,12.263,0.56689,0,0.083313,0.035036,109.21,1109.4,3781.4
3780,5,0.55731,12.254,0.56711,0,0.083247,0.034542,109.28,1109.2,3781.5
3782,5,0.55766,12.245,0.56733,0,0.083182,0.034072,109.35,1109.1,3781.6
3784,5,0.55801,12.236,0.56755,0,0.083116,0.033626,109.41,1108.9,3781.7
3786,5,0.55836,12.227,0.56777,0,0.083051,0.033202,109.48,1108.7,3781.8
3788,5,0.55869,12.218,0.568,0,0.082985,0.032799,109.55,1108.6,3781.9
3790,5,0.55903,12.209,0.56822,0,0.08292,0.032415,109.61,1108.4,3782
3792,5,0.55936,12.2,0.56845,0,0.082854,0.032051,109.68,1108.2,3782.1
3794,5,0.55969,12.191,0.56868,0,0.082789,0.031704,109.74,1108.1,3782.2
3796,5,0.56001,12.182,0.56891,0,0.082724,0.031374,109.81,1107.9,3782.3
3798,5,0.56033,12.173,0.56914,0,0.082658,0.03106,109.87,1107.8,3782.4
3800,5,0.56065,12.164,0.56937,0,0.082593,0.030762,109.93,1107.6,3782.5
3802,5,0.56096,12.155,0.5696,0,0.082528,0.030478,109.99,1107.4,3782.6
3804,5,0.56127,12.146,0.56984,0,0.082463,0.030208,110.05,1107.3,3782.7
3806,5,0.56158,12.137,0.57007,0,0.082398,0.02995,110.11,1107.1,3782.8
3808,5,0.56188,12.129,0.57031,0,0.082333,0.029705,110.17,1106.9,3782.9
3810,5,0.56219,12.12,0.57055,0,0.082268,0.029472,110.23,1106.8,3783
3812,5,0.56249,12.111,0.57078,0,0.082203,0.029249,110.29,1106.6,3783.1
3814,5,0.56279,12.102,0.57102,0,0.082138,0.029037,110.35,1106.4,3783.2
3816,5,0.56308,12.093,0.57126,0,0.082073,0.028836,110.41,1106.3,3783.3
3818,5,0.56338,12.084,0.5715,0,0.082008,0.028643,110.47,1106.1,3783.4
3820,5,0.56367,12.075,0.57174,0,0.081943,0.02846,110.52,1105.9,3783.5
3822,5,0.56396,12.066,0.57198,0,0.081878,0.028285,110.58,1105.8,3783.6
3824,5,0.56425,12.058,0.57222,0,0.081814,0.028118,110.64,1105.6,3783.7
3826,5,0.56453,12.049,0.57246,0,0.081749,0.027958,110.69,1105.5,3783.9
3828,5,0.56482,12.04,0.57271,0,0.081684,0.027806,110.75,1105.3,3784
3830,5,0.5651,12.031,0.57295,0,0.08162,0.027661,110.8,1105.1,3784.1
3832,5,0.56539,12.022,0.57319,0,0.081555,0.027522,110.86,1105,3784.2
3834,5,0.56567,12.013,0.57343,0,0.081491,0.027389,110.91,1104.8,3784.3
3836,5,0.56595,12.005,0.57368,0,0.081427,0.027263,110.97,1104.6,3784.4
3838,5,0.56622,11.996,0.57392,0,0.081362,0.027142,111.02,1104.5,3784.5
3840,5,0.5665,11.987,0.57417,0,0.081298,0.027026,111.08,1104.3,3784.6
3842,5,0.56678,11.978,0.57441,0,0.081234,0.026915,111.13,1104.1,3784.7
3844,5,0.56705,11.97,0.57465,0,0.081169,0.026808,111.19,1104,3784.8
3846,5,0.56732,11.961,0.5749,0,0.081105,0.026707,111.24,1103.8,3784.9
3848,5,0.5676,11.952,0.57514,0,0.081041,0.026609,111.29,1103.7,3785
3850,5,0.56787,11.943,0.57539,0,0.080977,0.026516,111.35,1103.5,3785.2
3852,5,0.56814,11.935,0.57563,0,0.080913,0.026426,111.4,1103.3,3785.3
3854,5,0.56841,11.926,0.57588,0,0.080849,0.02634,111.45,1103.2,3785.4
3856,5,0.56868,11.917,0.57612,0,0.080785,0.026258,111.51,1103,3785.5
3858,5,0.56894,11.908,0.57637,0,0.080721,0.026178,111.56,1102.8,3785.6
3860,5,0.56921,11.9,0.57661,0,0.080657,0.026102,111.61,1102.7,3785.7
3862,5,0.56948,11.891,0.57686,0,0.080593,0.026029,111.66,1102.5,3785.8
3864,5,0.56974,11.882,0.57711,0,0.08053,0.025959,111.71,1102.4,3785.9
3866,5,0.57001,11.874,0.57735,0,0.080466,0.025891,111.77,1102.2,3786
3868,5,0.57027,11.865,0.5776,0,0.080402,0.025825,111.82,1102,3786.1
3870,5,0.57054,11.856,0.57784,0,0.080339,0.025762,111.87,1101.9,3786.2
3872,5,0.5708,11.847,0.57809,0,0.080275,0.025702,111.92,1101.7,3786.4
3874,5,0.57106,11.839,0.57833,0,0.080212,0.025643,111.97,1101.6,3786.5
3876,5,0.57132,11.83,0.57858,0,0.080148,0.025587,112.02,1101.4,3786.6
3878,5,0.57158,11.821,0.57882,0,0.080085,0.025532,112.08,1101.2,3786.7
3880,5,0.57184,11.813,0.57907,0,0.080021,0.025479,112.13,1101.1,3786.8
3882,5,0.5721,11.804,0.57931,0,0.079958,0.025428,112.18,1100.9,3786.9
3884,5,0.57236,11.796,0.57956,0,0.079895,0.025379,112.23,1100.8,3787
3886,5,0.57262,11.787,0.57981,0,0.079832,0.025331,112.28,1100.6,3787.1
3888,5,0.57288,11.778,0.58005,0,0.079769,0.025285,112.33,1100.4,3787.2
3890,5,0.57314,11.77,0.5803,0,0.079705,0.02524,112.38,1100.3,3787.3
3892,5,0.5734,11.761,0.58054,0,0.079642,0.025196,112.43,1100.1,3787.4
3894,5,0.57365,11.752,0.58079,0,0.079579,0.025154,112.48,1100,3787.6
3896,5,0.57391,11.744,0.58103,0,0.079516,0.025112,112.53,1099.8,3787.7
3898,5,0.57417,11.735,0.58128,0,0.079454,0.025072,112.58,1099.6,3787.8
3900,5,0.57442,11.727,0.58152,0,0.079391,0.025033,112.63,1099.5,3787.9
3902,5,0.57468,11.718,0.58176,0,0.079328,0.024996,112.68,1099.3,3788
3904,5,0.57493,11.71,0.58201,0,0.079265,0.024959,112.73,1099.2,3788.1
3906,5,0.57519,11.701,0.58225,0,0.079202,0.024922,112.78,1099,3788.2
3908,5,0.57544,11.692,0.5825,0,0.07914,0.024887,112.83,1098.9,3788.3
3910,5,0.57569,11.684,0.58274,0,0.079077,0.024853,112.88,1098.7,3788.4
3912,5,0.57595,11.675,0.58299,0,0.079015,0.024819,112.93,1098.5,3788.5
3914,5,0.5762,11.667,0.58323,0,0.078952,0.024787,112.98,1098.4,3788.6
3916,5,0.57645,11.658,0.58347,0,0.07889,0.024754,113.03,1098.2,3788.8
3918,5,0.57671,11.65,0.58372,0,0.078827,0.024723,113.08,1098.1,3788.9
3920,5,0.57696,11.641,0.58396,0,0.078765,0.024692,113.13,1097.9,3789
3922,5,0.57721,11.633,0.5842,0,0.078702,0.024662,113.18,1097.7,3789.1
3924,5,0.57746,11.624,0.58445,0,0.07864,0.024632,113.23,1097.6,3789.2
3926,5,0.57771,11.616,0.58469,0,0.078578,0.024603,113.28,1097.4,3789.3
3928,5,0.57796,11.607,0.58493,0,0.078516,0.024575,113.33,1097.3,3789.4
3930,5,0.57821,11.599,0.58518,0,0.078454,0.024547,113.38,1097.1,3789.5
3932,5,0.57846,11.59,0.58542,0,0.078392,0.024519,113.42,1097,3789.6
3934,5,0.57871,11.582,0.58566,0,0.07833,0.024492,113.47,1096.8,3789.7
3936,5,0.57896,11.573,0.5859,0,0.078268,0.024465,113.52,1096.6,3789.8
3938,5,0.57921,11.565,0.58615,0,0.078206,0.024439,113.57,1096.5,3789.9
3940,5,0.57946,11.557,0.58639,0,0.078144,0.024413,113.62,1096.3,3790
3942,5,0.57971,11.548,0.58663,0,0.078082,0.024388,113.67,1096.2,3790.2
3944,5,0.57996,11.54,0.58687,0,0.07802,0.024362,113.72,1096,3790.3
3946,5,0.58021,11.531,0.58711,0,0.077958,0.024337,113.77,1095.9,3790.4
3948,5,0.58046,11.523,0.58735,0,0.077897,0.024313,113.82,1095.7,3790.5
3950,5,0.58071,11.514,0.58759,0,0.077835,0.024288,113.86,1095.6,3790.6
3952,5,0.58095,11.506,0.58784,0,0.077773,0.024264,113.91,1095.4,3790.7
3954,5,0.5812,11.498,0.58808,0,0.077712,0.024241,113.96,1095.2,3790.8
3956,5,0.58145,11.489,0.58832,0,0.07765,0.024217,114.01,1095.1,3790.9
3958,5,0.5817,11.481,0.58856,0,0.077589,0.024194,114.06,1094.9,3791
3960,5,0.58194,11.472,0.5888,0,0.077528,0.024171,114.11,1094.8,3791.1
3962,5,0.58219,11.464,0.58904,0,0.077466,0.024148,114.15,1094.6,3791.2
3964,5,0.58244,11.456,0.58928,0,0.077405,0.024126,114.2,1094.5,3791.3
3966,5,0.58268,11.447,0.58952,0,0.077344,0.024103,114.25,1094.3,3791.4
3968,5,0.58293,11.439,0.58976,0,0.077283,0.024081,114.3,1094.2,3791.5
3970,5,0.58317,11.431,0.59,0,0.077221,0.024059,114.35,1094,3791.6
3972,5,0.58342,11.422,0.59023,0,0.07716,0.024037,114.4,1093.8,3791.8
3974,5,0.58366,11.414,0.59047,0,0.077099,0.024015,114.44,1093.7,3791.9
3976,5,0.58391,11.406,0.59071,0,0.077038,0.023994,114.49,1093.5,3792
3978,5,0.58415,11.397,0.59095,0,0.076977,0.023973,114.54,1093.4,3792.1
3980,5,0.5844,11.389,0.59119,0,0.076916,0.023951,114.59,1093.2,3792.2
3982,5,0.58464,11.381,0.59143,0,0.076855,0.02393,114.64,1093.1,3792.3
3984,5,0.58489,11.372,0.59167,0,0.076795,0.023909,114.68,1092.9,3792.4
3986,5,0.58513,11.364,0.5919,0,0.076734,0.023888,114.73,1092.8,3792.5
3988,5,0.58537,11.356,0.59214,0,0.076673,0.023868,114.78,1092.6,3792.6
3990,5,0.58562,11.348,0.59238,0,0.076612,0.023847,114.83,1092.5,3792.7
3992,5,0.58586,11.339,0.59262,0,0.076552,0.023826,114.87,1092.3,3792.8
3994,5,0.5861,11.331,0.59285,0,0.076491,0.023806,114.92,1092.2,3792.9
3996,5,0.58635,11.323,0.59309,0,0.076431,0.023786,114.97,1092,3793
3998,5,0.58659,11.315,0.59333,0,0.07637,0.023765,115.02,1091.9,3793.1
