time,cycle,plv,part,pven,qart,qper,qven,vlv,vart,vven
0,1,0.51,13.33,0.4982,0,0.091,0,100,1129.2,3750.8
2,1,0.51724,13.321,0.5435,0,0.09102,0.092596,100,1129,3771
4,1,0.53995,13.311,0.54349,0,0.09095,0.012503,100.19,1128.8,3771
6,1,0.57631,13.302,0.54384,0,0.090877,0,100.21,1128.7,3771.1
8,1,0.62699,13.292,0.54425,0,0.090805,0,100.21,1128.5,3771.3
10,1,0.69206,13.282,0.54466,0,0.090732,0,100.21,1128.3,3771.5
12,1,0.77146,13.272,0.54507,0,0.090659,0,100.21,1128.1,3771.7
14,1,0.86512,13.262,0.54548,0,0.090587,0,100.21,1127.9,3771.9
16,1,0.97293,13.253,0.54589,0,0.090514,0,100.21,1127.7,3772
18,1,1.0948,13.243,0.54629,0,0.090441,0,100.21,1127.6,3772.2
20,1,1.2306,13.233,0.5467,0,0.090369,0,100.21,1127.4,3772.4
22,1,1.3802,13.223,0.54711,0,0.090297,0,100.21,1127.2,3772.6
24,1,1.5434,13.214,0.54751,0,0.090224,0,100.21,1127,3772.8
26,1,1.7201,13.204,0.54792,0,0.090152,0,100.21,1126.8,3772.9
28,1,1.9102,13.194,0.54832,0,0.09008,0,100.21,1126.7,3773.1
30,1,2.1134,13.184,0.54873,0,0.090007,0,100.21,1126.5,3773.3
32,1,2.3295,13.175,0.54914,0,0.089935,0,100.21,1126.3,3773.5
34,1,2.5583,13.165,0.54954,0,0.089863,0,100.21,1126.1,3773.7
36,1,2.7996,13.155,0.54994,0,0.089791,0,100.21,1125.9,3773.8
38,1,3.0531,13.146,0.55035,0,0.089719,0,100.21,1125.8,3774
40,1,3.3187,13.136,0.55075,0,0.089647,0,100.21,1125.6,3774.2
42,1,3.596,13.126,0.55116,0,0.089576,0,100.21,1125.4,3774.4
44,1,3.8847,13.117,0.55156,0,0.089504,0,100.21,1125.2,3774.6
46,1,4.1846,13.107,0.55196,0,0.089432,0,100.21,1125,3774.7
48,1,4.4955,13.097,0.55236,0,0.08936,0,100.21,1124.9,3774.9
50,1,4.8168,13.088,0.55277,0,0.089289,0,100.21,1124.7,3775.1
52,1,5.1485,13.078,0.55317,0,0.089217,0,100.21,1124.5,3775.3
54,1,5.4901,13.068,0.55357,0,0.089146,0,100.21,1124.3,3775.5
56,1,5.8412,13.059,0.55397,0,0.089074,0,100.21,1124.2,3775.6
58,1,6.2017,13.049,0.55437,0,0.089003,0,100.21,1124,3775.8
60,1,6.571,13.039,0.55477,0,0.088932,0,100.21,1123.8,3776
62,1,6.9488,13.03,0.55517,0,0.08886,0,100.21,1123.6,3776.2
64,1,7.3348,13.02,0.55557,0,0.088789,0,100.21,1123.4,3776.3
66,1,7.7286,13.011,0.55597,0,0.088718,0,100.21,1123.3,3776.5
68,1,8.1297,13.001,0.55637,0,0.088647,0,100.21,1123.1,3776.7
70,1,8.5379,12.991,0.55677,0,0.088576,0,100.21,1122.9,3776.9
72,1,8.9526,12.982,0.55717,0,0.088505,0,100.21,1122.7,3777.1
74,1,9.3735,12.972,0.55757,0,0.088434,0,100.21,1122.6,3777.2
76,1,9.8002,12.963,0.55796,0,0.088363,0,100.21,1122.4,3777.4
78,1,10.232,12.953,0.55836,0,0.088292,0,100.21,1122.2,3777.6
80,1,10.669,12.944,0.55876,0,0.088222,0,100.21,1122,3777.8
82,1,11.111,12.934,0.55915,0,0.088151,0,100.21,1121.8,3777.9
84,1,11.556,12.925,0.55955,0,0.08808,0,100.21,1121.7,3778.1
86,1,12.005,12.915,0.55995,0,0.08801,0,100.21,1121.5,3778.3
88,1,12.457,12.906,0.56034,0,0.087939,0,100.21,1121.3,3778.5
90,1,12.912,12.896,0.56074,0.011313,0.087869,0,100.21,1121.1,3778.6
92,1,13.366,12.888,0.56113,0.33745,0.087807,0,100.19,1121,3778.8
94,1,13.732,12.915,0.56153,0.5764,0.087996,0,99.513,1121.5,3779
96,1,14.025,12.968,0.56193,0.74571,0.088369,0,98.36,1122.5,3779.2
98,1,14.258,13.039,0.56232,0.86015,0.088872,0,96.868,1123.8,3779.3
100,1,14.443,13.122,0.56272,0.93204,0.089462,0,95.148,1125.3,3779.5
102,1,14.59,13.213,0.56313,0.97146,0.090108,0,93.284,1127,3779.7
104,1,14.707,13.308,0.56353,0.98656,0.090783,0,91.341,1128.8,3779.9
106,1,14.8,13.405,0.56394,0.98385,0.091469,0,89.368,1130.6,3780.1
108,1,14.874,13.501,0.56435,0.96842,0.092152,0,87.4,1132.3,3780.3
110,1,14.935,13.596,0.56477,0.94422,0.092824,0,85.463,1134.1,3780.4
112,1,14.984,13.688,0.56518,0.91423,0.093476,0,83.575,1135.8,3780.6
114,1,15.025,13.776,0.5656,0.8807,0.094104,0,81.747,1137.4,3780.8
116,1,15.06,13.861,0.56603,0.84525,0.094706,0,79.985,1139,3781
118,1,15.09,13.942,0.56645,0.80907,0.09528,0,78.295,1140.5,3781.2
120,1,15.115,14.019,0.56688,0.77296,0.095826,0,76.677,1141.9,3781.4
122,1,15.138,14.093,0.56731,0.73749,0.096344,0,75.131,1143.3,3781.6
124,1,15.159,14.162,0.56775,0.703,0.096834,0,73.656,1144.6,3781.8
126,1,15.177,14.227,0.56818,0.66972,0.097297,0,72.25,1145.8,3782
128,1,15.193,14.289,0.56862,0.63774,0.097735,0,70.91,1146.9,3782.1
130,1,15.208,14.347,0.56906,0.60713,0.098147,0,69.635,1148,3782.3
132,1,15.222,14.402,0.5695,0.57787,0.098535,0,68.42,1149,3782.5
134,1,15.234,14.454,0.56995,0.54993,0.098901,0,67.265,1150,3782.7
136,1,15.245,14.503,0.57039,0.52327,0.099244,0,66.165,1150.9,3782.9
138,1,15.254,14.549,0.57084,0.49781,0.099567,0,65.118,1151.7,3783.1
140,1,15.263,14.592,0.57129,0.47351,0.099871,0,64.123,1152.5,3783.3
142,1,15.27,14.632,0.57173,0.45028,0.10015,0,63.176,1153.3,3783.5
144,1,15.277,14.67,0.57219,0.42806,0.10042,0,62.275,1154,3783.7
146,1,15.282,14.705,0.57264,0.40679,0.10067,0,61.419,1154.6,3783.9
148,1,15.286,14.738,0.57309,0.3864,0.1009,0,60.605,1155.3,3784.1
150,1,15.289,14.769,0.57354,0.36684,0.10112,0,59.833,1155.8,3784.3
152,1,15.291,14.798,0.574,0.34806,0.10132,0,59.099,1156.4,3784.5
154,1,15.292,14.824,0.57445,0.32999,0.10151,0,58.403,1156.9,3784.7
156,1,15.292,14.849,0.57491,0.3126,0.10168,0,57.743,1157.3,3784.9
158,1,15.291,14.872,0.57537,0.29584,0.10184,0,57.118,1157.7,3785.1
160,1,15.289,14.893,0.57583,0.27966,0.10198,0,56.526,1158.1,3785.4
162,1,15.286,14.912,0.57629,0.26403,0.10212,0,55.967,1158.5,3785.6
164,1,15.282,14.929,0.57675,0.24891,0.10224,0,55.439,1158.8,3785.8
166,1,15.277,14.945,0.57721,0.23426,0.10235,0,54.941,1159.1,3786
168,1,15.272,14.959,0.57767,0.22005,0.10245,0,54.472,1159.4,3786.2
170,1,15.265,14.972,0.57813,0.20625,0.10253,0,54.032,1159.6,3786.4
172,1,15.257,14.983,0.57859,0.19284,0.10261,0,53.62,1159.8,3786.6
174,1,15.248,14.993,0.57905,0.17977,0.10268,0,53.234,1160,3786.8
176,1,15.238,15.001,0.57951,0.16703,0.10273,0,52.874,1160.1,3787
178,1,15.228,15.008,0.57997,0.1546,0.10278,0,52.54,1160.3,3787.2
180,1,15.216,15.014,0.58044,0.14244,0.10281,0,52.231,1160.4,3787.4
182,1,15.203,15.018,0.5809,0.13054,0.10284,0,51.946,1160.4,3787.6
184,1,15.19,15.021,0.58136,0.11887,0.10286,0,51.685,1160.5,3787.8
186,1,15.175,15.023,0.58182,0.10741,0.10287,0,51.447,1160.5,3788
188,1,15.16,15.023,0.58229,0.096143,0.10287,0,51.233,1160.5,3788.2
190,1,15.143,15.023,0.58275,0.08505,0.10286,0,51.04,1160.5,3788.4
192,1,15.126,15.021,0.58321,0.074111,0.10284,0,50.87,1160.5,3788.6
194,1,15.108,15.018,0.58368,0.063307,0.10282,0,50.722,1160.4,3788.8
196,1,15.088,15.013,0.58414,0.052623,0.10278,0,50.595,1160.4,3789
198,1,15.068,15.008,0.5846,0.042039,0.10274,0,50.49,1160.3,3789.3
200,1,15.046,15.001,0.58506,0.03154,0.10269,0,50.406,1160.1,3789.5
202,1,15.024,14.994,0.58553,0.02111,0.10263,0,50.343,1160,3789.7
204,1,15,14.985,0.58599,0.010732,0.10257,0,50.301,1159.8,3789.9
206,1,14.976,14.975,0.58645,0.00039102,0.10249,0,50.279,1159.6,3790.1
208,1,14.95,14.964,0.58691,0,0.10241,0,50.279,1159.4,3790.3
210,1,14.917,14.953,0.58737,0,0.10233,0,50.279,1159.2,3790.5
212,1,14.877,14.942,0.58783,0,0.10225,0,50.279,1159,3790.7
214,1,14.831,14.931,0.58829,0,0.10217,0,50.279,1158.8,3790.9
216,1,14.776,14.92,0.58875,0,0.10208,0,50.279,1158.6,3791.1
218,1,14.715,14.909,0.58921,0,0.102,0,50.279,1158.4,3791.3
220,1,14.647,14.898,0.58967,0,0.10192,0,50.279,1158.2,3791.5
222,1,14.572,14.887,0.59013,0,0.10184,0,50.279,1158,3791.7
224,1,14.49,14.876,0.59059,0,0.10176,0,50.279,1157.8,3791.9
226,1,14.402,14.865,0.59104,0,0.10168,0,50.279,1157.6,3792.1
228,1,14.306,14.854,0.5915,0,0.1016,0,50.279,1157.4,3792.3
230,1,14.204,14.843,0.59196,0,0.10151,0,50.279,1157.2,3792.5
232,1,14.096,14.832,0.59242,0,0.10143,0,50.279,1157,3792.7
234,1,13.981,14.821,0.59287,0,0.10135,0,50.279,1156.8,3792.9
236,1,13.86,14.81,0.59333,0,0.10127,0,50.279,1156.6,3793.1
238,1,13.733,14.799,0.59378,0,0.10119,0,50.279,1156.4,3793.3
240,1,13.599,14.788,0.59424,0,0.10111,0,50.279,1156.2,3793.5
242,1,13.46,14.777,0.59469,0,0.10103,0,50.279,1156,3793.7
244,1,13.315,14.766,0.59515,0,0.10095,0,50.279,1155.8,3793.9
246,1,13.165,14.755,0.5956,0,0.10086,0,50.279,1155.6,3794.1
248,1,13.009,14.745,0.59606,0,0.10078,0,50.279,1155.4,3794.3
250,1,12.848,14.734,0.59651,0,0.1007,0,50.279,1155.2,3794.5
252,1,12.681,14.723,0.59696,0,0.10062,0,50.279,1155,3794.7
254,1,12.51,14.712,0.59742,0,0.10054,0,50.279,1154.8,3794.9
256,1,12.334,14.701,0.59787,0,0.10046,0,50.279,1154.6,3795.1
258,1,12.153,14.69,0.59832,0,0.10038,0,50.279,1154.4,3795.3
260,1,11.968,14.679,0.59877,0,0.1003,0,50.279,1154.2,3795.6
262,1,11.778,14.669,0.59922,0,0.10022,0,50.279,1154,3795.8
264,1,11.584,14.658,0.59967,0,0.10014,0,50.279,1153.8,3796
266,1,11.387,14.647,0.60012,0,0.10006,0,50.279,1153.6,3796.2
268,1,11.186,14.636,0.60057,0,0.099979,0,50.279,1153.4,3796.4
270,1,10.981,14.625,0.60102,0,0.099899,0,50.279,1153.2,3796.6
272,1,10.773,14.615,0.60147,0,0.099819,0,50.279,1153,3796.8
274,1,10.562,14.604,0.60192,0,0.099739,0,50.279,1152.8,3797
276,1,10.348,14.593,0.60237,0,0.099659,0,50.279,1152.6,3797.2
278,1,10.131,14.582,0.60282,0,0.099579,0,50.279,1152.4,3797.4
280,1,9.9115,14.571,0.60327,0,0.0995,0,50.279,1152.2,3797.5
282,1,9.6901,14.561,0.60372,0,0.09942,0,50.279,1152,3797.7
284,1,9.4666,14.55,0.60416,0,0.09934,0,50.279,1151.8,3797.9
286,1,9.2413,14.539,0.60461,0,0.099261,0,50.279,1151.6,3798.1
288,1,9.0144,14.529,0.60506,0,0.099181,0,50.279,1151.4,3798.3
290,1,8.7861,14.518,0.6055,0,0.099102,0,50.279,1151.2,3798.5
292,1,8.5567,14.507,0.60595,0,0.099022,0,50.279,1151,3798.7
294,1,8.3264,14.496,0.6064,0,0.098943,0,50.279,1150.8,3798.9
296,1,8.0954,14.486,0.60684,0,0.098864,0,50.279,1150.6,3799.1
298,1,7.864,14.475,0.60729,0,0.098784,0,50.279,1150.4,3799.3
300,1,7.6323,14.464,0.60773,0,0.098705,0,50.279,1150.2,3799.5
302,1,7.4006,14.454,0.60817,0,0.098626,0,50.279,1150,3799.7
304,1,7.1691,14.443,0.60862,0,0.098547,0,50.279,1149.8,3799.9
306,1,6.9382,14.432,0.60906,0,0.098468,0,50.279,1149.6,3800.1
308,1,6.7078,14.422,0.6095,0,0.098389,0,50.279,1149.4,3800.3
310,1,6.4784,14.411,0.60995,0,0.09831,0,50.279,1149.2,3800.5
312,1,6.2502,14.401,0.61039,0,0.098232,0,50.279,1149,3800.7
314,1,6.0233,14.39,0.61083,0,0.098153,0,50.279,1148.8,3800.9
316,1,5.798,14.379,0.61127,0,0.098074,0,50.279,1148.6,3801.1
318,1,5.5745,14.369,0.61171,0,0.097996,0,50.279,1148.4,3801.3
320,1,5.353,14.358,0.61215,0,0.097917,0,50.279,1148.2,3801.5
322,1,5.1338,14.348,0.6126,0,0.097839,0,50.279,1148,3801.7
324,1,4.917,14.337,0.61304,0,0.09776,0,50.279,1147.8,3801.9
326,1,4.703,14.326,0.61348,0,0.097682,0,50.279,1147.6,3802.1
328,1,4.4918,14.316,0.61392,0,0.097604,0,50.279,1147.4,3802.3
330,1,4.2837,14.305,0.61435,0,0.097525,0,50.279,1147.2,3802.5
332,1,4.0789,14.295,0.61479,0,0.097447,0,50.279,1147,3802.7
334,1,3.8777,14.284,0.61523,0,0.097369,0,50.279,1146.9,3802.9
336,1,3.6801,14.274,0.61567,0,0.097291,0,50.279,1146.7,3803.1
338,1,3.4864,14.263,0.61611,0,0.097213,0,50.279,1146.5,3803.3
340,1,3.2969,14.253,0.61654,0,0.097135,0,50.279,1146.3,3803.5
342,1,3.1116,14.242,0.61698,0,0.097058,0,50.279,1146.1,3803.6
344,1,2.9307,14.232,0.61742,0,0.09698,0,50.279,1145.9,3803.8
346,1,2.7545,14.221,0.61785,0,0.096902,0,50.279,1145.7,3804
348,1,2.5832,14.211,0.61829,0,0.096824,0,50.279,1145.5,3804.2
350,1,2.4168,14.2,0.61873,0,0.096747,0,50.279,1145.3,3804.4
352,1,2.2555,14.19,0.61916,0,0.096669,0,50.279,1145.1,3804.6
354,1,2.0996,14.18,0.6196,0,0.096592,0,50.279,1144.9,3804.8
356,1,1.9491,14.169,0.62003,0,0.096514,0,50.279,1144.7,3805
358,1,1.8042,14.159,0.62047,0,0.096437,0,50.279,1144.5,3805.2
360,1,1.6651,14.148,0.6209,0,0.09636,0,50.279,1144.3,3805.4
362,1,1.5319,14.138,0.62133,0,0.096283,0,50.279,1144.1,3805.6
364,1,1.4046,14.128,0.62177,0,0.096205,0,50.279,1144,3805.8
366,1,1.2836,14.117,0.6222,0,0.096128,0,50.279,1143.8,3806
368,1,1.1688,14.107,0.62263,0,0.096051,0,50.279,1143.6,3806.2
370,1,1.0603,14.096,0.62306,0,0.095974,0,50.279,1143.4,3806.3
372,1,0.9584,14.086,0.6235,0,0.095897,0,50.279,1143.2,3806.5
374,1,0.86305,14.076,0.62393,0,0.095821,0,50.279,1143,3806.7
376,1,0.77438,14.065,0.62436,0,0.095744,0,50.279,1142.8,3806.9
378,1,0.69248,14.055,0.62479,0,0.095667,0,50.279,1142.6,3807.1
380,1,0.61742,14.045,0.62522,0,0.09559,0.0275,50.279,1142.4,3807.3
382,1,0.54989,14.034,0.62553,0,0.095515,0.2667,50.334,1142.2,3807.4
384,1,0.49386,14.024,0.62476,0,0.095447,0.46155,50.867,1142,3807.1
386,1,0.4471,14.014,0.62311,0,0.095385,0.62061,51.79,1141.8,3806.4
388,1,0.40826,14.003,0.62075,0,0.095329,0.74925,53.031,1141.7,3805.3
390,1,0.37659,13.993,0.6178,0,0.095276,0.85054,54.53,1141.5,3804
392,1,0.35182,13.983,0.6144,0,0.095227,0.92589,56.231,1141.3,3802.5
394,1,0.33404,13.973,0.61067,0,0.09518,0.97543,58.083,1141.1,3800.8
396,1,0.32355,13.962,0.60671,0,0.095135,0.99844,60.033,1140.9,3799.1
398,1,0.32084,13.952,0.60264,0,0.095091,0.99364,62.03,1140.7,3797.3
400,1,0.32649,13.942,0.5986,0,0.095047,0.95948,64.018,1140.5,3795.5
402,1,0.33628,13.931,0.59471,0,0.095001,0.91126,65.937,1140.3,3793.7
404,1,0.34557,13.921,0.59104,0,0.094955,0.86553,67.759,1140.1,3792.1
406,1,0.3544,13.911,0.58757,0,0.094906,0.82218,69.49,1139.9,3790.6
408,1,0.36279,13.901,0.5843,0,0.094857,0.78107,71.135,1139.7,3789.1
410,1,0.37075,13.89,0.58121,0,0.094806,0.74209,72.697,1139.6,3787.7
412,1,0.37832,13.88,0.5783,0,0.094753,0.70513,74.181,1139.4,3786.4
414,1,0.38551,13.87,0.57555,0,0.0947,0.67009,75.591,1139.2,3785.2
416,1,0.39235,13.86,0.57296,0,0.094646,0.63686,76.931,1139,3784.1
418,1,0.39885,13.85,0.57052,0,0.09459,0.60535,78.205,1138.8,3783
420,1,0.40502,13.839,0.56822,0,0.094534,0.57547,79.416,1138.6,3782
422,1,0.41089,13.829,0.56606,0,0.094477,0.54714,80.567,1138.4,3781
424,1,0.41647,13.819,0.56402,0,0.094418,0.52028,81.661,1138.2,3780.1
426,1,0.42178,13.809,0.56211,0,0.094359,0.49481,82.701,1138,3779.3
428,1,0.42682,13.799,0.56031,0,0.0943,0.47066,83.691,1137.9,3778.5
430,1,0.43163,13.788,0.55861,0,0.094239,0.44777,84.632,1137.7,3777.7
432,1,0.43619,13.778,0.55702,0,0.094178,0.42605,85.528,1137.5,3777
434,1,0.44054,13.768,0.55553,0,0.094116,0.40546,86.38,1137.3,3776.3
436,1,0.44467,13.758,0.55413,0,0.094054,0.38594,87.191,1137.1,3775.7
438,1,0.44861,13.748,0.55281,0,0.093991,0.36743,87.963,1136.9,3775.1
440,1,0.45236,13.738,0.55158,0,0.093927,0.34988,88.698,1136.7,3774.6
442,1,0.45593,13.727,0.55043,0,0.093863,0.33323,89.397,1136.5,3774.1
444,1,0.45933,13.717,0.54935,0,0.093799,0.31745,90.064,1136.4,3773.6
446,1,0.46256,13.707,0.54835,0,0.093734,0.30248,90.699,1136.2,3773.1
448,1,0.46565,13.697,0.54741,0,0.093668,0.28829,91.304,1136,3772.7
450,1,0.46859,13.687,0.54653,0,0.093602,0.27483,91.88,1135.8,3772.3
452,1,0.47139,13.677,0.54572,0,0.093536,0.26207,92.43,1135.6,3772
454,1,0.47407,13.667,0.54496,0,0.09347,0.24998,92.954,1135.4,3771.6
456,1,0.47662,13.657,0.54426,0,0.093403,0.2385,93.454,1135.2,3771.3
458,1,0.47905,13.646,0.5436,0,0.093336,0.22762,93.931,1135,3771
460,1,0.48137,13.636,0.543,0,0.093268,0.2173,94.386,1134.9,3770.8
462,1,0.48359,13.626,0.54244,0,0.0932,0.20752,94.821,1134.7,3770.5
464,1,0.4857,13.616,0.54193,0,0.093132,0.19824,95.236,1134.5,3770.3
466,1,0.48773,13.606,0.54145,0,0.093064,0.18945,95.633,1134.3,3770.1
468,1,0.48966,13.596,0.54102,0,0.092996,0.1811,96.011,1134.1,3769.9
470,1,0.49151,13.586,0.54062,0,0.092927,0.17319,96.374,1133.9,3769.7
472,1,0.49327,13.576,0.54026,0,0.092858,0.16569,96.72,1133.7,3769.5
474,1,0.49496,13.566,0.53993,0,0.092789,0.15857,97.051,1133.6,3769.4
476,1,0.49658,13.556,0.53964,0,0.09272,0.15183,97.369,1133.4,3769.3
478,1,0.49813,13.546,0.53937,0,0.09265,0.14543,97.672,1133.2,3769.1
480,1,0.49961,13.536,0.53913,0,0.092581,0.13936,97.963,1133,3769
482,1,0.50103,13.526,0.53892,0,0.092511,0.13361,98.242,1132.8,3768.9
484,1,0.5024,13.516,0.53874,0,0.092441,0.12815,98.509,1132.6,3768.9
486,1,0.5037,13.506,0.53858,0,0.092371,0.12297,98.765,1132.4,3768.8
488,1,0.50496,13.496,0.53844,0,0.092301,0.11806,99.011,1132.3,3768.7
490,1,0.50616,13.486,0.53832,0,0.092231,0.11341,99.247,1132.1,3768.7
492,1,0.50732,13.476,0.53823,0,0.092161,0.10899,99.474,1131.9,3768.6
494,1,0.50843,13.466,0.53815,0,0.09209,0.10481,99.692,1131.7,3768.6
496,1,0.5095,13.456,0.5381,0,0.09202,0.10084,99.902,1131.5,3768.6
498,1,0.51053,13.446,0.53806,0,0.091949,0.09707,100.1,1131.3,3768.6
500,1,0.51152,13.436,0.53803,0,0.091879,0.093497,100.3,1131.1,3768.6
502,1,0.51247,13.426,0.53803,0,0.091808,0.090109,100.48,1131,3768.5
504,1,0.51339,13.417,0.53803,0,0.091737,0.086895,100.66,1130.8,3768.6
506,1,0.51428,13.407,0.53806,0,0.091667,0.083847,100.84,1130.6,3768.6
508,1,0.51513,13.397,0.53809,0,0.091596,0.080955,101.01,1130.4,3768.6
510,1,0.51596,13.387,0.53814,0,0.091525,0.078212,101.17,1130.2,3768.6
512,1,0.51676,13.377,0.5382,0,0.091454,0.07561,101.32,1130,3768.6
514,1,0.51753,13.367,0.53827,0,0.091383,0.073142,101.48,1129.9,3768.7
516,1,0.51827,13.357,0.53835,0,0.091313,0.070801,101.62,1129.7,3768.7
518,1,0.519,13.347,0.53844,0,0.091242,0.06858,101.76,1129.5,3768.7
520,1,0.51969,13.337,0.53855,0,0.091171,0.066473,101.9,1129.3,3768.8
522,1,0.52037,13.328,0.53866,0,0.0911,0.064474,102.03,1129.1,3768.8
524,1,0.52103,13.318,0.53878,0,0.091029,0.062578,102.16,1129,3768.9
526,1,0.52167,13.308,0.53891,0,0.090958,0.060778,102.29,1128.8,3768.9
528,1,0.52229,13.298,0.53904,0,0.090887,0.059071,102.41,1128.6,3769
530,1,0.52289,13.288,0.53918,0,0.090816,0.057451,102.53,1128.4,3769.1
532,1,0.52348,13.279,0.53933,0,0.090745,0.055915,102.64,1128.2,3769.1
534,1,0.52405,13.269,0.53949,0,0.090674,0.054456,102.75,1128,3769.2
536,1,0.5246,13.259,0.53965,0,0.090603,0.053072,102.86,1127.9,3769.3
538,1,0.52514,13.249,0.53982,0,0.090532,0.051759,102.97,1127.7,3769.3
540,1,0.52567,13.239,0.54,0,0.090462,0.050512,103.07,1127.5,3769.4
542,1,0.52619,13.23,0.54018,0,0.090391,0.04933,103.17,1127.3,3769.5
544,1,0.52669,13.22,0.54036,0,0.09032,0.048207,103.27,1127.1,3769.6
546,1,0.52718,13.21,0.54055,0,0.090249,0.047141,103.37,1127,3769.7
548,1,0.52766,13.2,0.54075,0,0.090178,0.04613,103.46,1126.8,3769.8
550,1,0.52813,13.191,0.54094,0,0.090107,0.045169,103.56,1126.6,3769.8
552,1,0.52859,13.181,0.54115,0,0.090037,0.044258,103.65,1126.4,3769.9
554,1,0.52905,13.171,0.54135,0,0.089966,0.043392,103.73,1126.2,3770
556,1,0.52949,13.161,0.54156,0,0.089895,0.042571,103.82,1126.1,3770.1
558,1,0.52992,13.152,0.54177,0,0.089825,0.04179,103.91,1125.9,3770.2
560,1,0.53035,13.142,0.54199,0,0.089754,0.041049,103.99,1125.7,3770.3
562,1,0.53077,13.132,0.54221,0,0.089683,0.040346,104.07,1125.5,3770.4
564,1,0.53118,13.123,0.54243,0,0.089613,0.039677,104.15,1125.3,3770.5
566,1,0.53158,13.113,0.54266,0,0.089542,0.039043,104.23,1125.2,3770.6
568,1,0.53198,13.103,0.54288,0,0.089472,0.03844,104.31,1125,3770.7
570,1,0.53237,13.094,0.54311,0,0.089401,0.037867,104.39,1124.8,3770.8
572,1,0.53276,13.084,0.54334,0,0.089331,0.037322,104.46,1124.6,3770.9
574,1,0.53314,13.074,0.54358,0,0.08926,0.036805,104.54,1124.4,3771
576,1,0.53352,13.065,0.54382,0,0.08919,0.036314,104.61,1124.3,3771.1
578,1,0.53389,13.055,0.54405,0,0.08912,0.035847,104.68,1124.1,3771.2
580,1,0.53425,13.045,0.54429,0,0.08905,0.035403,104.76,1123.9,3771.3
582,1,0.53461,13.036,0.54453,0,0.088979,0.03498,104.83,1123.7,3771.4
584,1,0.53497,13.026,0.54478,0,0.088909,0.034579,104.9,1123.6,3771.6
586,1,0.53532,13.017,0.54502,0,0.088839,0.034197,104.97,1123.4,3771.7
588,1,0.53567,13.007,0.54527,0,0.088769,0.033834,105.03,1123.2,3771.8
590,1,0.53602,12.997,0.54551,0,0.088699,0.033489,105.1,1123,3771.9
592,1,0.53636,12.988,0.54576,0,0.088629,0.03316,105.17,1122.8,3772
594,1,0.5367,12.978,0.54601,0,0.088559,0.032848,105.23,1122.7,3772.1
596,1,0.53703,12.969,0.54626,0,0.088489,0.03255,105.3,1122.5,3772.2
598,1,0.53736,12.959,0.54651,0,0.088419,0.032267,105.37,1122.3,3772.3
600,1,0.53769,12.95,0.54677,0,0.088349,0.031997,105.43,1122.1,3772.4
602,1,0.53802,12.94,0.54702,0,0.08828,0.031741,105.49,1122,3772.5
604,1,0.53834,12.931,0.54728,0,0.08821,0.031496,105.56,1121.8,3772.7
606,1,0.53866,12.921,0.54753,0,0.08814,0.031263,105.62,1121.6,3772.8
608,1,0.53898,12.912,0.54779,0,0.088071,0.031041,105.68,1121.4,3772.9
610,1,0.5393,12.902,0.54804,0,0.088001,0.03083,105.75,1121.3,3773
612,1,0.53961,12.893,0.5483,0,0.087931,0.030628,105.81,1121.1,3773.1
614,1,0.53993,12.883,0.54856,0,0.087862,0.030435,105.87,1120.9,3773.2
616,1,0.54024,12.874,0.54882,0,0.087793,0.030252,105.93,1120.7,3773.3
618,1,0.54055,12.864,0.54908,0,0.087723,0.030077,105.99,1120.5,3773.5
620,1,0.54085,12.855,0.54933,0,0.087654,0.02991,106.05,1120.4,3773.6
622,1,0.54116,12.845,0.54959,0,0.087585,0.02975,106.11,1120.2,3773.7
624,1,0.54146,12.836,0.54985,0,0.087515,0.029598,106.17,1120,3773.8
626,1,0.54176,12.826,0.55012,0,0.087446,0.029452,106.23,1119.8,3773.9
628,1,0.54206,12.817,0.55038,0,0.087377,0.029313,106.29,1119.7,3774
630,1,0.54236,12.807,0.55064,0,0.087308,0.02918,106.35,1119.5,3774.2
632,1,0.54266,12.798,0.5509,0,0.087239,0.029053,106.4,1119.3,3774.3
634,1,0.54296,12.788,0.55116,0,0.08717,0.028931,106.46,1119.2,3774.4
636,1,0.54325,12.779,0.55142,0,0.087101,0.028814,106.52,1119,3774.5
638,1,0.54355,12.77,0.55169,0,0.087032,0.028703,106.58,1118.8,3774.6
640,1,0.54384,12.76,0.55195,0,0.086963,0.028596,106.63,1118.6,3774.7
642,1,0.54413,12.751,0.55221,0,0.086895,0.028493,106.69,1118.5,3774.9
644,1,0.54442,12.741,0.55247,0,0.086826,0.028395,106.75,1118.3,3775
646,1,0.54471,12.732,0.55274,0,0.086757,0.028301,106.81,1118.1,3775.1
648,1,0.545,12.723,0.553,0,0.086689,0.02821,106.86,1117.9,3775.2
650,1,0.54529,12.713,0.55326,0,0.08662,0.028124,106.92,1117.8,3775.3
652,1,0.54557,12.704,0.55353,0,0.086552,0.02804,106.98,1117.6,3775.4
654,1,0.54586,12.695,0.55379,0,0.086483,0.02796,107.03,1117.4,3775.6
656,1,0.54614,12.685,0.55405,0,0.086415,0.027883,107.09,1117.2,3775.7
658,1,0.54643,12.676,0.55432,0,0.086346,0.027809,107.14,1117.1,3775.8
660,1,0.54671,12.667,0.55458,0,0.086278,0.027737,107.2,1116.9,3775.9
662,1,0.547,12.657,0.55484,0,0.08621,0.027668,107.25,1116.7,3776
